,ses-017,ses-019,ses-037,ses-045,ses-054,ses-002,ses-063,ses-039,ses-046,ses-024,ses-035,ses-053,ses-097,ses-023,ses-012,ses-007,ses-056,ses-040,ses-066,ses-080,ses-084,ses-092,ses-102,ses-030,ses-013,ses-082,ses-069,ses-086,ses-089,ses-034,ses-088,ses-073,ses-049,ses-093,ses-076,ses-005,ses-072,ses-036,ses-047,ses-031,ses-098,ses-051,ses-081,ses-067,ses-010,ses-009,ses-027,ses-060,ses-091,ses-077,ses-041,ses-015,ses-026,ses-028,ses-103,ses-059,ses-061,ses-096,ses-032,ses-048,ses-014,ses-011,ses-085,ses-057,ses-055,ses-101,ses-079,ses-042,ses-094,ses-083,ses-104,ses-022,ses-020,ses-074,ses-065,ses-099,ses-003,ses-021,ses-038,ses-100,ses-058,ses-075,ses-070,ses-018,ses-095,ses-071,ses-078,ses-105,ses-025,ses-087,ses-016,ses-033,ses-062,ses-068,ses-050,ses-029,ses-008,ses-006,ses-043,ses-044,ses-064,ses-004
154,2143.7083,2518.1624,2496.8467,2224.161,2349.0105,2156.5625,2347.0952,2331.6934,2237.3938,2439.3064,2429.518,2274.7703,2944.5854,2272.198,403.16498,2065.863,2307.3203,2203.7458,2507.71,2501.7732,2508.1382,2330.6262,2621.4634,2241.5085,2634.4846,2448.0686,2540.3853,2554.7273,2507.9038,1886.1082,2597.1072,2450.7715,2199.9607,11.719306,2409.7659,1952.5911,2245.9297,2227.245,2253.4292,2034.5,2599.2031,2356.93,2397.8743,2462.4468,2167.352,2003.5841,2420.498,2431.5781,2406.357,2307.131,2262.8296,2455.2166,2368.865,2418.1443,2858.337,2314.983,2366.6438,2833.4753,2315.6572,2209.713,2465.1465,2089.7966,2579.749,2448.4055,2037.0831,2904.8735,2438.6892,2345.6208,2830.1846,2425.954,2884.867,2214.5637,2448.1343,2420.1611,2346.2905,2916.643,2144.8958,2461.4185,2208.579,2779.4075,2555.5112,2565.822,2551.3333,2142.8235,2814.614,2462.7466,2382.4084,161.86029,2511.3096,2540.5667,2373.7925,1865.2623,2336.9812,2526.6233,2184.925,2196.65,2084.4868,2187.1467,2245.2148,2426.3625,2445.867,2126.3486
155,2140.1067,2517.4333,2494.2815,2222.1504,2351.4194,2156.2476,2347.6846,2332.4106,2236.0125,2436.9573,2420.763,2272.698,2945.6729,2285.7573,404.20352,2066.0872,2304.3293,2205.6816,2507.6711,2500.2634,2506.302,2333.4878,2620.0745,2239.1145,2636.427,2449.4192,2538.9954,2556.6575,2506.5193,1890.1251,2594.1636,2454.1594,2199.0667,11.738588,2408.5803,1942.0977,2245.8193,2230.558,2253.617,2032.8763,2598.621,2360.3625,2396.822,2459.598,2166.9626,2005.3864,2421.4958,2432.517,2407.6243,2306.7144,2261.2095,2452.741,2364.9778,2418.9531,2856.7246,2316.7327,2368.2458,2829.3735,2314.1018,2212.4624,2466.1147,2088.8857,2580.5583,2447.1,2037.2006,2904.8755,2436.705,2347.2578,2828.8418,2422.807,2884.4866,2215.7612,2447.3364,2421.7593,2347.0042,2915.192,2144.1394,2460.6897,2206.4214,2777.0732,2556.499,2568.8972,2549.1274,2144.2026,2815.9568,2464.4534,2381.122,162.19978,2514.1453,2543.16,2377.8833,1863.7825,2339.694,2524.7139,2186.279,2195.5007,2082.2742,2188.8025,2245.1416,2427.2363,2448.033,2125.3176
156,2141.0955,2513.3594,2491.6392,2222.4038,2355.286,2157.4014,2349.5898,2331.2932,2233.7888,2435.9165,2416.677,2273.109,2944.4197,2292.1855,407.89194,2066.3042,2302.974,2206.1436,2507.4246,2498.747,2506.1965,2332.628,2617.5503,2238.5447,2637.7876,2448.6387,2535.3977,2555.9597,2503.3442,1891.4028,2594.8362,2453.4604,2199.2861,11.756675,2406.0647,1972.3007,2246.9302,2233.117,2252.8965,2032.332,2602.0342,2361.399,2394.4712,2458.7493,2167.8892,2007.2695,2421.4404,2433.646,2404.7808,2305.1897,2260.3418,2453.6118,2365.4448,2421.7903,2856.991,2317.7073,2370.1907,2825.2012,2314.7761,2216.0574,2468.5605,2086.6055,2581.411,2450.0166,2036.26,2899.4119,2432.6316,2350.5244,2835.5347,2421.318,2882.0896,2214.7683,2445.347,2418.569,2345.3918,2912.476,2147.0308,2460.5237,2204.6123,2777.7512,2561.281,2567.5664,2549.147,2143.1672,2819.2878,2462.8403,2382.3508,162.10567,2514.9773,2545.4207,2380.9014,1861.7488,2340.1736,2520.699,2186.6897,2194.225,2083.7998,2189.9292,2247.9897,2425.8052,2450.619,2122.0776
157,2143.1077,2514.7717,2492.6145,2221.4204,2356.682,2157.547,2352.641,2331.1199,2233.036,2438.4282,2415.6523,2275.7043,2946.1697,2292.0884,405.41113,2068.5813,2301.3047,2205.1067,2506.1917,2496.4683,2506.3933,2329.9797,2618.62,2237.6052,2635.5657,2446.8318,2536.5386,2553.4124,2504.3184,1892.2194,2596.1484,2454.2805,2204.0906,11.75208,2407.7346,1971.741,2249.2075,2231.162,2250.0918,2030.5106,2600.8535,2360.9062,2393.1116,2456.996,2169.9192,2006.8085,2421.3616,2433.964,2403.5544,2304.6172,2258.6409,2454.948,2363.6711,2423.0986,2856.6943,2318.1802,2369.3052,2826.1067,2312.761,2214.6487,2468.5068,2085.0708,2582.3933,2450.72,2034.3896,2895.7634,2428.277,2355.7517,2838.2769,2422.856,2880.6104,2215.0244,2445.3125,2417.331,2343.8682,2912.4329,2150.1045,2458.5225,2207.394,2780.3835,2565.5815,2566.9836,2548.8132,2141.1038,2819.3237,2461.268,2383.8193,161.85162,2514.2444,2543.1333,2381.684,1862.8964,2339.6006,2515.5994,2188.2075,2196.501,2085.0137,2193.8726,2245.619,2423.4956,2453.3408,2120.6833
158,2143.6292,2515.9229,2491.9932,2223.278,2359.3137,2156.342,2352.4517,2328.3362,2235.755,2437.2527,2411.1394,2275.0383,2943.2607,2338.8687,404.45132,2066.996,2302.4497,2204.169,2500.687,2494.371,2507.4067,2328.0242,2620.564,2236.9258,2631.124,2447.7144,2536.6165,2552.8062,2506.751,1890.303,2594.482,2453.5354,2203.8054,11.755104,2403.753,1963.2345,2251.6746,2231.2156,2247.9993,2028.7678,2595.6292,2360.022,2394.4841,2456.648,2171.7556,2006.4746,2423.17,2435.5696,2402.2605,2303.252,2259.0093,2453.5828,2365.4956,2423.2334,2855.7532,2315.4482,2366.9526,2824.8315,2311.6885,2214.6238,2468.2744,2084.9333,2583.1843,2452.1511,2034.004,2896.4368,2427.7761,2359.093,2838.0142,2427.2139,2882.437,2216.2598,2447.1523,2416.2292,2342.233,2916.9104,2152.8796,2459.1326,2209.9639,2776.7766,2562.0532,2568.6353,2547.035,2138.8933,2818.052,2459.82,2383.4187,161.47537,2514.0752,2541.7258,2380.2703,1861.0845,2338.2476,2512.78,2187.1956,2199.5212,2084.6162,2192.9104,2245.8904,2424.2031,2453.7678,2121.6218
159,2144.2334,2518.596,2490.7656,2222.72,2358.09,2154.1443,2352.0425,2331.3232,2256.5984,2438.0063,2410.291,2273.2834,2941.785,2297.8901,403.48288,2066.1516,2299.3423,2204.9202,2500.692,2495.6677,2507.7053,2328.2205,2623.6455,2241.2556,2629.4104,2446.1045,2536.1494,2551.7478,2505.5088,1890.5541,2590.9282,2451.1545,2199.2043,11.747714,2403.3564,1960.9995,2251.3352,2232.278,2247.898,2025.2042,2593.7314,2362.5247,2400.5095,2456.8867,2172.993,2007.8546,2423.1855,2435.3933,2401.7007,2302.2888,2259.3616,2453.429,2364.9026,2419.9062,2861.118,2314.3618,2366.939,2824.2666,2311.7263,2214.356,2469.4907,2085.8115,2583.788,2448.0864,2032.2776,2902.004,2425.3735,2366.397,2838.37,2429.5225,2883.317,2214.447,2450.3474,2418.061,2343.618,2916.3909,2156.6194,2464.1216,2213.0598,2782.775,2560.2822,2570.136,2545.7297,2139.6682,2817.5483,2461.7805,2382.3293,161.90723,2512.3137,2540.5408,2380.9692,1859.1039,2340.4763,2513.685,2185.5588,2198.8926,2083.146,2190.9553,2246.2095,2428.4968,2452.2317,2122.6914
160,2146.7021,2518.1099,2494.7715,2223.2917,2353.76,2153.7986,2349.5237,2332.4214,2265.436,2440.4585,2409.8538,2275.4778,2942.0151,2289.7888,404.21036,2063.8396,2300.8823,2207.498,2499.5444,2501.3489,2508.3396,2331.0186,2623.3967,2243.0247,2628.2705,2444.8855,2536.2349,2551.7275,2508.1538,1892.8221,2592.0737,2448.3962,2202.8445,11.745544,2400.8923,1952.8142,2249.6218,2231.5881,2248.5376,2024.5739,2597.4934,2363.4763,2400.1033,2460.2966,2172.0486,2010.8052,2424.2417,2434.6406,2402.7214,2301.8733,2258.777,2449.4958,2367.121,2419.8928,2862.4805,2316.473,2365.4502,2828.0242,2312.1904,2214.1074,2469.4695,2085.576,2586.027,2444.966,2031.0714,2901.804,2423.3665,2371.616,2837.4836,2431.2153,2881.0537,2213.0942,2448.4995,2419.9297,2342.4683,2917.969,2155.0813,2465.261,2214.327,2785.9136,2558.196,2571.6765,2543.9182,2140.1692,2816.7188,2459.315,2382.7275,161.51808,2513.873,2540.589,2378.4167,1857.8641,2341.939,2513.2422,2186.0125,2200.0981,2083.0781,2190.0742,2245.9727,2427.8804,2453.076,2125.3071
161,2147.664,2517.54,2492.1345,2222.2812,2350.631,2156.6658,2347.1174,2328.3042,2239.9365,2437.4746,2411.5095,2275.368,2945.9192,2281.327,403.6188,2063.3152,2302.3115,2206.2686,2502.6846,2501.0017,2506.2708,2331.627,2624.1611,2240.4348,2628.4854,2447.251,2539.224,2550.574,2508.544,1892.0868,2594.8342,2447.9956,2206.6428,11.74715,2400.6523,1950.0634,2246.1326,2233.29,2248.2979,2023.0602,2599.2112,2360.9336,2402.2505,2460.5483,2169.087,2009.3877,2423.6223,2431.0554,2400.6057,2304.9285,2257.64,2448.1174,2370.3694,2418.595,2861.6921,2315.4143,2365.7983,2824.444,2308.5764,2214.6692,2469.0676,2087.0825,2583.8635,2446.138,2029.165,2901.5635,2419.4006,2367.1963,2836.349,2430.9426,2886.0432,2214.557,2448.3152,2423.346,2340.7344,2922.7917,2150.5708,2463.6008,2212.2231,2783.3638,2555.395,2573.8384,2544.9072,2142.4797,2814.4058,2457.6055,2381.4097,161.27318,2510.5154,2540.2864,2380.0537,1858.2697,2342.1042,2513.7825,2183.857,2201.94,2082.111,2187.2363,2247.9294,2432.1082,2455.4355,2128.1694
162,2147.0095,2518.554,2491.9514,2222.121,2348.6707,2156.4468,2347.361,2326.4614,2276.526,2434.4744,2412.824,2272.277,2948.832,2275.4734,388.35788,2062.0325,2299.34,2205.1287,2500.7788,2500.9053,2506.768,2331.1501,2626.4788,2236.7178,2632.3137,2446.8464,2540.5698,2551.5469,2506.999,1891.2902,2594.4646,2450.719,2209.5017,11.749086,2399.774,1948.3464,2244.9915,2230.7014,2250.4841,2021.6375,2602.1672,2361.6987,2402.142,2464.5923,2166.171,2010.1448,2423.7214,2430.825,2402.4004,2305.0012,2256.8413,2445.9348,2372.7236,2417.2966,2861.1736,2315.494,2364.0364,2822.8792,2307.9502,2215.0354,2470.2847,2087.865,2582.1387,2447.9058,2029.6584,2904.2424,2419.99,2364.5398,2839.7605,2431.232,2887.8523,2213.046,2445.8645,2422.3906,2339.8174,2921.3525,2149.2307,2462.0789,2208.5347,2781.1218,2555.041,2575.8179,2547.9607,2144.4702,2813.8162,2460.2231,2381.7236,161.37712,2510.1345,2538.607,2382.1125,1859.29,2343.9385,2514.3303,2185.0168,2203.8972,2082.6125,2186.1138,2251.7124,2435.2002,2458.9998,2128.4587
163,2144.565,2519.0745,2494.4082,2222.7148,2349.457,2158.5974,2349.5212,2324.22,2262.3071,2434.6606,2414.9902,2275.2876,2948.1118,2273.9246,384.28183,2062.7483,2296.2566,2205.1653,2503.315,2502.936,2508.4094,2331.1206,2622.3472,2234.877,2637.0088,2446.8406,2540.261,2552.8765,2504.215,1891.4586,2596.907,2452.784,2212.1448,11.754336,2400.4075,1947.436,2244.329,2229.8105,2251.455,2022.1313,2606.1624,2360.5237,2399.7861,2469.788,2166.4814,2009.4563,2420.963,2431.8618,2404.0652,2303.772,2257.2808,2447.616,2370.563,2416.7017,2864.2288,2314.3462,2361.4958,2823.4556,2308.1143,2214.416,2468.0557,2088.7078,2580.1438,2448.4475,2032.0234,2901.6216,2419.1492,2361.6252,2838.4363,2429.602,2889.746,2214.612,2445.651,2421.806,2339.0288,2917.6785,2147.7815,2461.9111,2206.4995,2779.647,2557.8062,2573.242,2549.8628,2144.2683,2815.7485,2459.657,2380.8481,161.65994,2512.5388,2535.6426,2379.9714,1861.0238,2342.0947,2516.2014,2186.1394,2205.021,2086.2075,2187.7788,2250.7324,2431.0388,2458.1748,2129.616
164,2144.7612,2517.632,2493.5352,2221.828,2348.5518,2159.0374,2348.6753,2326.061,2254.9229,2437.9321,2411.3984,2274.4976,2950.883,2271.5935,386.30457,2061.1187,2298.3298,2204.7285,2504.4297,2502.3203,2506.1833,2330.736,2620.0864,2232.742,2640.107,2446.226,2541.3228,2551.5652,2503.1821,1890.0862,2599.0542,2452.5857,2210.8105,11.74848,2403.217,1947.4862,2241.7544,2226.207,2250.9087,2020.9736,2603.3271,2365.0632,2399.8928,2469.0356,2167.4563,2007.6826,2418.0237,2431.598,2403.5828,2302.596,2259.6384,2453.7214,2371.6362,2418.5667,2883.5515,2312.3152,2358.4368,2820.7063,2307.276,2211.7603,2468.0671,2088.7056,2580.7466,2445.6267,2034.6478,2901.826,2421.0435,2358.1636,2841.799,2429.849,2889.681,2216.384,2446.5964,2419.159,2337.9043,2919.406,2146.6978,2462.3518,2206.598,2782.2534,2563.5305,2569.0938,2551.5532,2141.801,2814.4714,2461.4897,2380.5667,161.61821,2511.8691,2536.5713,2377.3489,1866.9082,2339.0957,2517.5579,2186.2478,2202.5308,2088.112,2190.8342,2247.0908,2428.9075,2460.428,2127.196
165,2146.8047,2517.1753,2493.2788,2219.3633,2349.394,2159.6782,2350.511,2327.6213,2246.6326,2440.1196,2411.3687,2271.2498,2948.9138,2271.6704,393.56946,2061.693,2296.1653,2205.2158,2504.8093,2500.2566,2506.9966,2330.2742,2619.5962,2234.694,2636.419,2445.7502,2538.0745,2553.774,2503.2092,1889.8054,2595.6025,2453.8442,2208.0137,11.744848,2402.0269,1951.6178,2239.402,2228.1448,2251.567,2021.3544,2600.2307,2369.912,2402.886,2466.4092,2165.2334,2008.1354,2416.9082,2432.442,2403.7476,2305.2996,2259.6768,2456.42,2368.597,2418.0105,2868.0657,2311.2214,2358.808,2821.8787,2306.6782,2210.7727,2469.1013,2089.5386,2581.6433,2444.308,2036.873,2906.0156,2422.973,2355.6655,2842.8547,2430.0027,2893.3813,2216.65,2444.0032,2418.2183,2339.3113,2919.75,2150.355,2459.1497,2205.2502,2778.123,2562.751,2568.6587,2552.8928,2140.816,2813.468,2463.2593,2379.695,161.74089,2510.1448,2537.9868,2374.8586,1867.6086,2336.1035,2515.9543,2184.4026,2200.9326,2089.6213,2194.4775,2246.702,2429.514,2458.8625,2125.6272
166,2146.4417,2516.0488,2493.9592,2221.5942,2349.273,2160.6733,2352.6882,2328.0796,2243.233,2434.8892,2410.967,2270.4268,2946.0906,2271.8162,397.70126,2064.401,2298.4727,2204.9062,2501.7317,2500.0007,2507.7725,2332.6492,2619.5818,2234.9878,2637.245,2442.3818,2537.761,2552.9624,2506.6235,1890.0378,2592.972,2454.579,2205.8633,11.746512,2405.5613,1958.0927,2237.7231,2226.7544,2253.1033,2021.8613,2596.7595,2370.0266,2411.7615,2463.373,2163.6094,2012.0546,2416.9292,2433.573,2405.519,2305.5242,2257.3777,2458.042,2369.1548,2420.143,2863.7898,2312.3374,2359.1963,2823.477,2305.0344,2212.9375,2470.8232,2090.3904,2582.5432,2446.4753,2035.6215,2907.1145,2423.602,2355.276,2840.8074,2433.2996,2894.9111,2215.028,2443.7107,2414.5825,2340.611,2916.2915,2153.5312,2460.7773,2206.1062,2780.2803,2562.5625,2567.3652,2554.4126,2140.866,2814.5647,2464.015,2383.3228,161.75533,2509.7974,2539.2007,2376.5012,1868.6017,2334.5613,2513.7505,2189.4976,2201.1072,2087.8281,2193.697,2243.3447,2429.342,2455.917,2124.8552
167,2146.39,2514.741,2491.7368,2222.7256,2348.145,2158.5417,2353.7615,2329.002,2241.4524,2436.5112,2408.6907,2271.4617,2944.579,2270.2686,383.9444,2065.8315,2300.7031,2201.8818,2501.194,2501.4583,2511.083,2335.059,2619.368,2232.8923,2635.0737,2443.083,2538.4177,2553.6616,2506.7,1887.9806,2592.8662,2452.5437,2204.772,11.751496,2406.3022,1962.735,2238.6377,2227.5007,2253.1602,2023.3975,2597.35,2369.0623,2426.7117,2460.7986,2162.663,2011.733,2416.5103,2433.574,2404.6746,2306.8738,2258.3901,2458.3909,2367.8198,2415.0813,2862.533,2314.1,2359.527,2820.9536,2306.9707,2214.3677,2469.3757,2088.625,2584.0728,2448.1345,2034.9705,2910.4731,2426.9636,2355.0884,2838.9778,2435.3005,2896.9824,2214.8838,2443.069,2410.4753,2344.4001,2918.391,2154.6145,2464.4631,2209.3708,2786.0823,2560.3032,2567.247,2555.3918,2140.7476,2813.927,2466.4277,2382.7434,161.91786,2513.1453,2538.3567,2373.6104,1866.9476,2334.4304,2513.6592,2186.3303,2199.9507,2085.2625,2191.5518,2244.3755,2430.3438,2455.8572,2125.338
168,2146.4023,2513.0176,2493.4119,2223.4402,2346.5828,2155.8557,2355.166,2329.3591,2238.9626,2436.5005,2410.4453,2275.126,2944.6128,2269.8755,375.93027,2068.2383,2299.0144,2201.2786,2502.182,2504.0903,2516.8313,2335.61,2622.7563,2231.8215,2634.742,2444.4807,2539.0007,2557.2385,2504.5059,1885.6757,2590.3564,2451.1553,2203.0542,11.74433,2407.448,1965.7003,2243.0637,2229.4038,2253.9736,2025.9359,2604.0823,2362.9158,2418.2214,2459.6077,2163.0413,2011.6625,2419.6653,2431.3071,2403.936,2306.9282,2259.1533,2455.263,2369.6943,2416.059,2863.4763,2315.621,2361.6025,2820.8591,2306.4915,2217.5627,2470.1204,2087.3728,2587.8142,2449.721,2033.4055,2912.3298,2426.7744,2357.541,2838.3071,2438.858,2892.976,2217.8005,2443.863,2409.1333,2342.301,2919.864,2159.886,2463.6887,2208.9458,2786.01,2557.2944,2569.7012,2551.893,2140.2275,2816.062,2466.6638,2384.0857,161.77046,2513.429,2533.926,2372.976,1863.567,2336.3757,2512.9297,2187.5928,2200.6353,2082.6323,2189.1287,2246.5544,2431.659,2452.7793,2125.2913
169,2145.848,2517.4602,2494.3616,2226.0913,2346.0076,2153.0486,2358.2078,2329.8481,2238.9434,2434.8933,2410.3638,2274.6626,2946.507,2269.043,382.18726,2065.8723,2296.4287,2202.4583,2498.9167,2510.6895,2519.2576,2335.6562,2623.6191,2235.6035,2629.4587,2448.0105,2538.0278,2557.973,2503.123,1884.695,2590.6458,2452.791,2199.3267,11.740009,2405.9824,1965.0029,2243.7732,2229.1147,2254.4482,2022.9934,2607.0854,2363.4119,2416.5833,2457.531,2165.1003,2008.2358,2421.5344,2429.7715,2403.8523,2306.4927,2258.564,2453.3022,2367.1504,2418.5369,2851.9055,2317.6414,2361.6328,2823.2178,2308.7437,2214.5476,2472.1887,2087.5996,2589.3774,2449.1213,2033.8472,2914.4077,2428.3838,2357.6926,2836.3997,2443.365,2891.4238,2217.7727,2448.0444,2410.608,2343.2131,2917.317,2163.0862,2462.7388,2207.8296,2780.899,2556.6028,2570.4954,2552.9424,2138.9338,2833.8577,2464.9644,2384.5422,161.64285,2514.1377,2534.8022,2374.5442,1861.2428,2337.7786,2513.693,2192.198,2203.241,2081.3965,2186.2578,2248.0068,2430.1616,2452.7742,2124.6467
170,2144.528,2521.9587,2491.3167,2225.535,2347.4883,2153.498,2360.0786,2329.5742,2242.7444,2434.4211,2409.4724,2274.852,2946.7166,2264.3533,388.11694,2067.0022,2294.4634,2208.2495,2497.9507,2509.7473,2517.6375,2334.965,2624.3484,2235.2046,2629.1538,2452.4749,2538.9832,2558.2415,2501.3425,1884.443,2590.245,2449.776,2201.4258,11.725208,2409.4688,1963.7408,2245.05,2226.6233,2250.978,2026.0067,2600.6921,2367.335,2412.6008,2454.3657,2164.915,2007.4237,2419.8408,2429.2498,2402.6416,2302.8071,2259.283,2449.9578,2367.6582,2421.5215,2847.1506,2314.6833,2361.8274,2822.4802,2306.1538,2211.5837,2474.9163,2085.4531,2588.8755,2445.7598,2032.8098,2913.9514,2433.0352,2354.4417,2840.0422,2446.8738,2890.054,2215.0247,2447.4805,2409.2485,2343.7124,2916.3176,2160.0798,2465.269,2206.132,2781.197,2555.4714,2566.6895,2552.3218,2138.1326,2823.6157,2464.5598,2384.5774,161.60248,2515.661,2536.525,2373.0786,1860.1962,2336.0618,2514.721,2194.7412,2204.2327,2079.1736,2184.5686,2247.2913,2427.3806,2452.8247,2123.5872
171,2142.1758,2522.489,2490.809,2226.5059,2350.0117,2152.5256,2361.9795,2327.0315,2246.3054,2439.1729,2410.717,2273.8472,2946.1567,2265.268,398.6199,2066.804,2292.9165,2210.444,2499.1838,2510.5793,2516.2102,2332.1255,2625.1506,2237.5825,2628.7139,2453.471,2542.9158,2558.8613,2501.8853,1887.4669,2588.6562,2452.3955,2204.948,11.722387,2410.6821,1960.7299,2245.3943,2226.6326,2251.0781,2030.5934,2598.8003,2367.912,2406.8591,2451.32,2167.286,2008.8823,2417.4749,2433.8623,2399.728,2300.67,2263.4043,2452.0115,2363.2393,2421.4885,2847.8784,2312.9958,2360.1982,2826.262,2306.0476,2211.3733,2475.2036,2084.4392,2590.5635,2448.011,2032.2224,2916.7588,2435.3813,2354.8738,2836.5527,2450.027,2886.2732,2213.5435,2444.839,2409.5693,2342.485,2914.3342,2156.6306,2468.2266,2207.4866,2779.4578,2556.6838,2566.031,2551.2983,2137.275,2824.309,2463.2554,2383.081,161.60725,2516.504,2537.3694,2374.238,1864.5594,2331.6821,2517.9114,2198.01,2204.4092,2079.4075,2186.3242,2246.6038,2427.585,2451.4355,2122.436
172,2143.335,2520.5176,2493.8823,2226.037,2349.5166,2152.1143,2360.93,2325.3972,2241.417,2437.9597,2411.546,2270.7551,2948.8555,2268.5671,399.64648,2069.1433,2292.9436,2208.6848,2500.289,2511.1677,2515.218,2330.2239,2624.0884,2238.7688,2630.8633,2450.744,2543.8513,2561.544,2500.563,1891.035,2587.5156,2455.0293,2207.8228,11.729454,2411.8442,1959.5262,2243.8123,2230.336,2250.8196,2031.5563,2603.1133,2364.6458,2404.3547,2449.689,2168.8025,2010.6771,2415.7017,2434.971,2398.7764,2298.4248,2266.3745,2451.0854,2366.4856,2423.3608,2846.9512,2314.233,2358.7053,2827.13,2306.6611,2213.1277,2471.7175,2083.027,2590.1206,2448.5483,2031.8787,2915.3303,2436.2354,2355.2146,2834.6255,2446.5356,2883.9,2214.5955,2443.3772,2411.4675,2342.4175,2913.4846,2154.8672,2470.2715,2206.8928,2781.088,2556.5908,2564.8584,2550.6445,2135.692,2820.12,2463.0647,2382.446,161.85498,2513.8518,2540.0977,2374.83,1864.595,2328.0923,2522.001,2194.74,2204.839,2083.5217,2187.2698,2248.8167,2425.9106,2450.441,2122.0662
173,2142.9392,2518.9404,2491.93,2227.5984,2349.9534,2153.959,2357.434,2326.9175,2240.7393,2438.375,2412.427,2268.7505,2947.6082,2274.827,391.78003,2068.3884,2293.8857,2205.8901,2497.6177,2508.5652,2514.16,2329.993,2623.636,2235.8423,2632.553,2448.307,2541.9092,2560.5872,2499.227,1891.7838,2588.4338,2453.1926,2209.246,11.745126,2408.2559,1959.4016,2248.3813,2229.3064,2251.189,2033.4943,2602.5908,2364.471,2403.0664,2451.853,2169.0923,2010.6157,2415.7026,2436.2046,2397.7886,2300.0583,2266.8354,2450.3252,2366.1577,2420.2117,2849.252,2314.0369,2358.1165,2825.9363,2309.511,2213.9204,2468.153,2082.73,2587.269,2446.777,2032.8544,2914.2795,2436.7234,2353.4722,2835.671,2443.8093,2884.4004,2213.4475,2440.896,2414.452,2344.29,2915.535,2151.484,2465.9988,2206.1218,2785.5889,2557.7175,2563.9404,2552.1895,2136.9316,2811.4548,2464.669,2386.284,161.81721,2514.6301,2542.4482,2377.1814,1863.0154,2322.6885,2519.643,2192.6016,2201.358,2082.9453,2189.5156,2250.1824,2426.8042,2449.996,2121.5286
174,2141.2664,2515.0864,2493.7876,2228.516,2350.7478,2156.9846,2355.2734,2327.8225,2240.531,2438.0183,2412.9692,2268.8425,2948.863,2295.0415,375.6178,2071.2202,2291.1702,2203.7754,2498.8022,2505.3618,2510.6006,2331.0764,2624.2693,2232.3208,2638.3093,2450.0132,2541.3967,2559.7214,2496.8525,1889.2074,2591.7307,2452.531,2205.5037,11.764311,2406.7231,1960.523,2247.8416,2228.1394,2252.4636,2034.0259,2599.0986,2370.3052,2403.0298,2449.111,2168.4229,2009.1292,2414.5288,2434.2754,2398.3835,2303.9233,2262.8694,2452.3806,2364.6687,2420.5571,2855.0007,2312.6543,2356.6853,2823.4397,2309.0125,2215.8447,2470.482,2086.417,2587.8591,2446.1892,2033.9232,2914.771,2432.8062,2353.1223,2836.2397,2438.4734,2889.5117,2212.7583,2441.044,2414.511,2345.2817,2912.0225,2151.4312,2466.19,2207.3342,2784.149,2553.4634,2565.7527,2552.6824,2137.947,2806.4548,2469.7393,2387.3064,162.14987,2513.4512,2543.3982,2380.302,1861.5027,2318.708,2519.1174,2190.6204,2202.1597,2081.7214,2188.1206,2253.1338,2428.1553,2451.2817,2122.3303
175,2142.472,2512.773,2494.2734,2227.3154,2353.8953,2160.0688,2353.9773,2326.737,2241.7917,2434.4607,2421.002,2272.265,2948.2627,2315.892,385.2671,2069.5422,2291.9104,2204.1138,2499.1326,2504.8162,2507.0122,2333.1768,2622.3838,2228.779,2636.928,2447.2063,2540.4817,2558.1707,2498.3774,1888.0217,2588.417,2453.809,2209.0784,11.77525,2406.6248,1961.9261,2249.3728,2225.5547,2253.1357,2034.0863,2601.5415,2373.8862,2403.676,2450.9617,2167.7131,2008.455,2416.4922,2432.5364,2397.8657,2309.732,2262.882,2452.0637,2362.3713,2421.1768,2864.3035,2314.5493,2355.1096,2827.3015,2310.6233,2215.1016,2471.0024,2087.1038,2587.638,2447.2593,2035.395,2912.1953,2429.4878,2355.7034,2837.6086,2435.4634,2891.9724,2212.9646,2445.7976,2417.0527,2346.9468,2912.0125,2153.5056,2465.4934,2208.7969,2782.7827,2554.769,2562.7683,2554.7856,2140.2139,2803.297,2470.8323,2387.3303,162.41856,2515.686,2542.134,2384.3638,1861.58,2322.6262,2517.8171,2188.506,2204.4548,2081.7576,2189.222,2251.765,2428.9302,2454.3418,2123.4543
